token	model	status	DS	success	RC_pct	penalty	termination	term_frame	detail	frames	warmup	off_route_pct	coll_vehicle	coll_ped	coll_layout	red_light	comfort	route_completion	epdms	no_at_fault_collisions	drivable_area_compliance	driving_direction_compliance	traffic_light_compliance	time_to_collision_within_bound	lane_keeping	history_comfort	extended_comfort	ego_progress	collision_count	avg_speed
045044cb9f21527e	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	504	goal region entered	505	20	0.0	0	0	0	0	0.6667	49.5334	0.6914	1.0	1.0	1.0	1.0	0.9938	0.7567	0.6536	0.2227	1.0	0.0	0.9887
04aa69f18d255c96	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	358	goal region entered	359	20	0.0	0	0	0	0	0.1875	163.1532	0.7325	1.0	1.0	1.0	1.0	1.0	0.5133	0.6519	0.2507	1.0	0.0	4.5447
04aa69f18d255c96	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	379	goal region entered	380	20	0.0	0	0	0	0	0.1111	163.0555	0.7383	1.0	1.0	1.0	1.0	1.0	0.5417	0.6611	0.2583	1.0	0.0	4.2909
050284885b2059e9	drivor_action_best_before	scored	8.578	0	14.3	0.6	contact_at_fault	86	front with 701c1ac478a051d9	87	8	0.0	1	0	0	0	0.0	40.7503	0.6826	0.9873	1.0	1.0	1.0	0.8734	0.7468	0.7595	0.2278	0.1186	1.0	4.7557
050284885b2059e9	drivor_action_best_after	scored	9.974	0	10.42	0.956734	off_drivable	63	off drivable for 0.5 s through frame 63	64	8	4.327	0	0	0	0	0.0	25.6229	0.7094	1.0	0.9107	1.0	1.0	1.0	1.0	0.8036	0.2143	0.079	0.0	4.1011
0536ffc8d9555b0f	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	284	goal region entered	285	20	0.0	0	0	0	0	0.6154	91.9402	0.779	1.0	1.0	1.0	1.0	1.0	0.634	0.8189	0.4642	1.0	0.0	3.2386
0536ffc8d9555b0f	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	267	goal region entered	268	20	0.0	0	0	0	0	0.5	95.8254	0.759	1.0	1.0	1.0	1.0	1.0	0.4758	0.8226	0.4395	1.0	0.0	3.589
054e4984e1b55ec9	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	253	goal region entered	254	8	0.0	0	0	0	0	0.6667	83.8911	0.7766	1.0	1.0	1.0	1.0	1.0	0.3902	0.8496	0.4106	1.0	0.0	3.3182
054e4984e1b55ec9	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	229	goal region entered	230	8	0.0	0	0	0	0	0.8182	83.2218	0.7786	1.0	1.0	1.0	1.0	1.0	0.2072	0.8468	0.4099	1.0	0.0	3.6353
0578756b879c55d0	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	253	goal region entered	254	20	0.0	0	0	0	0	0.0909	130.8779	0.7722	1.0	1.0	1.0	1.0	1.0	0.6197	0.5983	0.2564	1.0	0.0	5.1563
0578756b879c55d0	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	244	goal region entered	245	20	0.0	0	0	0	0	0.2727	130.8804	0.77	1.0	1.0	1.0	1.0	1.0	0.6	0.5689	0.2622	1.0	0.0	5.3458
05bcef7a11d65c6a	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	325	goal region entered	326	20	0.0	0	0	0	0	0.3333	199.5247	0.7336	1.0	1.0	1.0	1.0	0.9804	0.8954	0.7124	0.2843	1.0	0.0	6.1535
05bcef7a11d65c6a	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	327	goal region entered	328	20	0.0	0	0	0	0	0.0667	199.4645	0.7375	1.0	1.0	1.0	1.0	0.987	0.8799	0.711	0.3052	1.0	0.0	6.1142
05d0a1a763fc5334	drivor_action_best_before	scored	45.604	0	76.01	0.6	contact_at_fault	240	front with 4839d54640825248	241	20	0.0	1	0	0	0	0.0	118.2222	0.7318	0.9955	1.0	1.0	1.0	0.9095	0.6833	0.5792	0.2805	0.7561	1.0	4.9056
05d0a1a763fc5334	drivor_action_best_after	scored	62.789	0	62.79	1.0	contact_not_at_fault	178	rear_end with 4839d54640825248	179	20	0.0	0	0	0	0	0.0	97.6346	0.7638	1.0	1.0	1.0	1.0	0.9937	0.4654	0.6289	0.327	0.6227	1.0	5.4546
05ee09cb75205555	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	338	goal region entered	339	20	0.0	0	0	0	0	0.8	87.5209	0.7285	1.0	1.0	1.0	1.0	1.0	0.4013	0.8746	0.5455	1.0	0.0	2.5869
05ee09cb75205555	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	333	goal region entered	334	20	0.0	0	0	0	0	0.8	87.4051	0.7238	1.0	1.0	1.0	1.0	1.0	0.3758	0.8599	0.5446	1.0	0.0	2.6222
05f1a5cbc0905d8e	drivor_action_best_before	scored	12.41	0	12.41	1.0	contact_not_at_fault	33	vru with navsafe_animal	34	8	0.0	0	0	0	0	0.0	12.7096	0.7933	1.0	1.0	1.0	1.0	0.6538	1.0	0.8077	0.4615	0.1044	1.0	3.798
05f1a5cbc0905d8e	drivor_action_best_after	scored	13.324	0	13.32	1.0	contact_not_at_fault	34	vru with navsafe_animal	35	8	0.0	0	0	0	0	0.0	13.2833	0.7917	1.0	1.0	1.0	1.0	0.6667	1.0	0.7778	0.4444	0.1137	1.0	3.8534
061e7e1700945b03	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	341	goal region entered	342	8	0.0	0	0	0	0	0.0625	139.7988	0.6467	1.0	1.0	1.0	1.0	1.0	0.1287	0.6647	0.2395	1.0	0.0	4.1084
061e7e1700945b03	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	339	goal region entered	340	8	0.0	0	0	0	0	0.0625	139.9447	0.6483	1.0	1.0	1.0	1.0	1.0	0.1325	0.6747	0.241	1.0	0.0	4.1369
0670d0c81a5550c4	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	325	goal region entered	326	20	0.0	0	0	0	0	0.0	158.5828	0.7707	1.0	1.0	1.0	1.0	1.0	1.0	0.6013	0.3105	1.0	0.0	4.887
0670d0c81a5550c4	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	300	goal region entered	301	20	0.0	0	0	0	0	0.1429	158.3842	0.7796	1.0	1.0	1.0	1.0	1.0	1.0	0.6014	0.3203	1.0	0.0	5.2863
06a1f481118057b2	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	237	goal region entered	238	20	0.0	0	0	0	0	0.1	110.3284	0.8262	1.0	1.0	1.0	1.0	0.9954	0.8991	0.6239	0.2202	1.0	0.0	4.6358
06a1f481118057b2	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	227	goal region entered	228	20	0.0	0	0	0	0	0.1	110.326	0.8169	1.0	1.0	1.0	1.0	1.0	0.8125	0.6346	0.1971	1.0	0.0	4.839
06b2df49f0455bd0	drivor_action_best_before	scored	32.015	0	33.71	0.949666	off_drivable	80	off drivable for 0.5 s through frame 80	81	20	5.033	0	0	0	0	0.3333	37.1933	0.7889	1.0	0.918	1.0	1.0	1.0	1.0	0.5902	0.2459	0.3091	0.0	4.6154
06b2df49f0455bd0	drivor_action_best_after	scored	32.33	0	34.27	0.9433	off_drivable	80	off drivable for 0.5 s through frame 80	81	20	5.67	0	0	0	0	0.3333	37.8091	0.7848	1.0	0.918	1.0	1.0	1.0	1.0	0.5574	0.2295	0.3149	0.0	4.6915
0777f5a7263758be	drivor_action_best_before	scored	17.195	0	34.39	0.5	contact_at_fault	80	vru with navsafe_ped_1	81	8	0.0	0	1	0	0	0.0	32.8245	0.7911	0.9863	1.0	1.0	1.0	0.8493	0.9452	0.5753	0.2466	0.3439	1.0	4.0524
0777f5a7263758be	drivor_action_best_after	scored	17.195	0	34.39	0.5	contact_at_fault	78	vru with navsafe_ped_1	79	8	0.0	0	1	0	0	0.3333	32.5628	0.8125	0.9859	1.0	1.0	1.0	0.8592	0.9437	0.6479	0.3099	0.3439	1.0	4.1219
07846b829b3a575e	drivor_action_best_before	scored	60.33	0	63.06	0.956672	off_drivable	109	off drivable for 0.5 s through frame 109	110	20	4.333	0	0	0	0	0.25	75.7971	0.7589	1.0	0.9444	1.0	1.0	1.0	0.5889	0.6556	0.1889	0.5684	0.0	6.9647
07846b829b3a575e	drivor_action_best_after	scored	50.249	0	83.75	0.6	contact_at_fault	184	front with adbd6812798350a2	185	20	0.0	1	0	0	0	0.25	100.9881	0.7621	0.9939	1.0	1.0	1.0	0.9515	0.3576	0.6848	0.2364	0.8061	1.0	5.5029
07930113a85651b0	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	432	goal region entered	433	20	0.0	0	0	0	0	0.15	151.3706	0.7473	1.0	1.0	1.0	1.0	1.0	0.8136	0.6877	0.2567	1.0	0.0	3.4959
07930113a85651b0	drivor_action_best_after	scored	39.602	0	66.0	0.6	contact_at_fault	297	front with 47471edbb21252e4	298	20	0.0	1	0	0	0	0.0769	101.1467	0.6458	0.9964	1.0	1.0	1.0	0.9532	0.3058	0.7014	0.3058	0.6568	1.0	3.3943
07bf0601ad425977	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	236	goal region entered	237	20	0.0	0	0	0	0	0.2	156.0971	0.7401	1.0	1.0	1.0	1.0	0.9724	0.3963	0.6636	0.318	1.0	0.0	6.5976
07bf0601ad425977	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	234	goal region entered	235	20	0.0	0	0	0	0	0.2	156.933	0.7668	1.0	1.0	1.0	1.0	0.9907	0.493	0.693	0.3209	1.0	0.0	6.6893
07c5114fdb395f8b	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	292	goal region entered	293	20	0.0	0	0	0	0	0.4615	224.0134	0.8026	1.0	1.0	1.0	1.0	1.0	0.6996	0.7363	0.4139	1.0	0.0	7.6895
07c5114fdb395f8b	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	254	goal region entered	255	20	0.0	0	0	0	0	0.5455	224.5336	0.7867	1.0	1.0	1.0	1.0	1.0	0.4596	0.7872	0.4851	1.0	0.0	8.8558
0802a51b0a1d512c	drivor_action_best_before	scored	31.815	0	53.03	0.6	contact_at_fault	100	front with 7810fd84b64c599c	101	8	0.0	1	0	0	0	0.25	58.4633	0.7628	0.9892	1.0	1.0	1.0	0.8817	0.4946	0.6989	0.2366	0.5124	1.0	5.8382
0802a51b0a1d512c	drivor_action_best_after	scored	32.274	0	53.79	0.6	contact_at_fault	107	front with 7810fd84b64c599c	108	8	0.0	1	0	0	0	0.6	58.792	0.7488	0.99	1.0	1.0	1.0	0.9	0.46	0.63	0.2	0.5203	1.0	5.4902
081b5785002b5962	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	374	goal region entered	375	20	0.0	0	0	0	0	0.4706	275.4977	0.7057	1.0	1.0	1.0	1.0	1.0	0.3493	0.7183	0.3915	1.0	0.0	7.3812
081b5785002b5962	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	392	goal region entered	393	20	0.0	0	0	0	0	0.3333	275.1449	0.6865	1.0	1.0	1.0	1.0	1.0	0.4048	0.6515	0.3244	1.0	0.0	7.0341
087023402a695ba3	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	152	goal region entered	153	20	0.0	0	0	0	0	0.3333	71.5243	0.776	1.0	1.0	1.0	1.0	1.0	0.4662	0.6466	0.188	1.0	0.0	4.7081
087023402a695ba3	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	155	goal region entered	156	20	0.0	0	0	0	0	0.1667	71.8789	0.7838	1.0	1.0	1.0	1.0	1.0	0.4044	0.6985	0.2353	1.0	0.0	4.6403
087df0996ade50d3	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	238	goal region entered	239	8	0.0	0	0	0	0	0.0909	108.7617	0.8534	1.0	1.0	1.0	1.0	1.0	0.961	0.6667	0.4026	1.0	0.0	4.5509
087df0996ade50d3	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	208	goal region entered	209	8	0.0	0	0	0	0	0.1	109.4018	0.8582	1.0	1.0	1.0	1.0	1.0	1.0	0.6269	0.3582	1.0	0.0	5.2348
089e3eac4f7e5c5c	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	206	goal region entered	207	20	0.0	0	0	0	0	0.0	99.5663	0.712	1.0	1.0	1.0	1.0	1.0	0.4652	0.6952	0.2406	1.0	0.0	4.8636
089e3eac4f7e5c5c	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	207	goal region entered	208	20	0.0	0	0	0	0	0.0	99.2025	0.6936	1.0	1.0	1.0	1.0	1.0	0.4096	0.6649	0.2447	1.0	0.0	4.8227
096d823b664e5972	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	82	goal region entered	83	20	0.0	0	0	0	0	0.3333	45.3279	0.7908	1.0	1.0	1.0	1.0	1.0	1.0	0.6349	0.1587	1.0	0.0	5.5638
096d823b664e5972	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	80	goal region entered	81	20	0.0	0	0	0	0	0.6667	45.306	0.792	1.0	1.0	1.0	1.0	1.0	1.0	0.6557	0.1311	1.0	0.0	5.6985
0980dd9cdc0e543a	drivor_action_best_before	scored	3.798	0	6.33	0.6	contact_at_fault	35	front with 6f645024cd1b5a3b	36	8	0.0	1	0	0	0	0.0	4.9929	0.904	0.9643	1.0	1.0	1.0	0.9286	1.0	0.8929	0.6786	0.0616	1.0	1.3985
0980dd9cdc0e543a	drivor_action_best_after	scored	3.798	0	6.33	0.6	contact_at_fault	34	front with 6f645024cd1b5a3b	35	8	0.0	1	0	0	0	0.0	4.8801	0.8958	0.963	1.0	1.0	1.0	0.9259	1.0	0.8889	0.6296	0.0616	1.0	1.4062
09a803ee2cb65992	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	298	goal region entered	299	20	0.0	0	0	0	0	0.1538	113.3188	0.745	1.0	1.0	1.0	1.0	1.0	0.4731	0.6523	0.2581	1.0	0.0	3.7939
09a803ee2cb65992	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	293	goal region entered	294	20	0.0	0	0	0	0	0.0	113.3881	0.7731	1.0	1.0	1.0	1.0	1.0	0.6934	0.6715	0.2518	1.0	0.0	3.8607
09d33cf8b87c5ae3	drivor_action_best_before	scored	100.0	1	100.0	1.0	goal_reached	330	goal region entered	331	20	0.0	0	0	0	0	0.3333	78.9493	0.728	1.0	1.0	1.0	1.0	1.0	0.8296	0.7106	0.3119	1.0	0.0	2.4001
09d33cf8b87c5ae3	drivor_action_best_after	scored	100.0	1	100.0	1.0	goal_reached	325	goal region entered	326	20	0.0	0	0	0	0	0.4	78.9621	0.7454	1.0	1.0	1.0	1.0	1.0	0.8399	0.7614	0.3399	1.0	0.0	2.4373
