token,leaf,cluster_size,weight_270,weight_280,selection,inserted
17b0992157365222,R-3,1,0.003703703703703704,0.0035714285714285713,kmeans,
2462c21ce2bb5f2d,R-3,1,0.003703703703703704,0.0035714285714285713,kmeans,
005f87dd980253a5,R-4,1,0.003703703703703704,0.0035714285714285713,kmeans,True
061e7e1700945b03,R-4,1,0.003703703703703704,0.0035714285714285713,kmeans,True
173369dc059d5fe9,R-4,5,0.018518518518518517,0.017857142857142856,kmeans,True
225eb6e22af55972,R-4,1,0.003703703703703704,0.0035714285714285713,kmeans,True
25b5cecdb3b75e7c,R-4,1,0.003703703703703704,0.0035714285714285713,kmeans,True
a2c2e046132e5596,R-4,1,0.003703703703703704,0.0035714285714285713,kmeans,True
05d0a1a763fc5334,V-1,2,0.007407407407407408,0.007142857142857143,kmeans,False
0ba54149d1575f95,V-1,1,0.003703703703703704,0.0035714285714285713,kmeans,False
42af8e33480d53b3,V-1,2,0.007407407407407408,0.007142857142857143,kmeans,False
9157902936a456bf,V-1,1,0.003703703703703704,0.0035714285714285713,kmeans,False
9311d9a2409c5224,V-1,3,0.011111111111111112,0.010714285714285714,kmeans,False
9e34c53444bd518c,V-1,1,0.003703703703703704,0.0035714285714285713,kmeans,False
07846b829b3a575e,V-10,1,0.003703703703703704,0.0035714285714285713,kmeans,True
13805e7752fe5685,V-10,1,0.003703703703703704,0.0035714285714285713,kmeans,True
14d171fcb9295596,V-10,1,0.003703703703703704,0.0035714285714285713,kmeans,True
6c9e40634f705f56,V-10,5,0.018518518518518517,0.017857142857142856,kmeans,True
bbee1ab465af50c2,V-10,1,0.003703703703703704,0.0035714285714285713,kmeans,True
be36f75d360c502f,V-10,1,0.003703703703703704,0.0035714285714285713,kmeans,True
0093ff0188ea5b90,V-11,1,0.003703703703703704,0.0035714285714285713,kmeans,False
0317b218061b5c4d,V-11,1,0.003703703703703704,0.0035714285714285713,kmeans,False
18b5995484435fbe,V-11,1,0.003703703703703704,0.0035714285714285713,kmeans,False
2073f76964735ff7,V-11,3,0.011111111111111112,0.010714285714285714,kmeans,False
2b7bf25209dd5705,V-11,3,0.011111111111111112,0.010714285714285714,kmeans,False
a18d2b32f8415373,V-11,1,0.003703703703703704,0.0035714285714285713,kmeans,False
1c064ec24fa15900,V-2,1,0.003703703703703704,0.0035714285714285713,kmeans,False
3862c9ed94ab5f90,V-2,1,0.003703703703703704,0.0035714285714285713,kmeans,False
7956fe13f69e53dc,V-2,3,0.011111111111111112,0.010714285714285714,kmeans,False
9135a6d270475c7f,V-2,1,0.003703703703703704,0.0035714285714285713,kmeans,False
a0ff0b74063659a2,V-2,1,0.003703703703703704,0.0035714285714285713,kmeans,False
e74ca27f40755297,V-2,3,0.011111111111111112,0.010714285714285714,kmeans,False
20fffc4aa17d5a12,V-3,1,0.003703703703703704,0.0035714285714285713,kmeans,False
262333f372975eef,V-3,1,0.003703703703703704,0.0035714285714285713,kmeans,False
3a6525cd871a5fff,V-3,3,0.011111111111111112,0.010714285714285714,kmeans,False
4528c271d89c53e1,V-3,2,0.007407407407407408,0.007142857142857143,kmeans,False
9b21b864f1a159e8,V-3,1,0.003703703703703704,0.0035714285714285713,kmeans,False
cc108c5480345911,V-3,2,0.007407407407407408,0.007142857142857143,kmeans,False
0eeeee655d415970,V-4,2,0.007407407407407408,0.007142857142857143,kmeans,False
2845a5483a0f57de,V-4,2,0.007407407407407408,0.007142857142857143,kmeans,False
467879c3d37054f5,V-4,1,0.003703703703703704,0.0035714285714285713,kmeans,False
aac96a67f68e51ac,V-4,1,0.003703703703703704,0.0035714285714285713,kmeans,False
c896895a9524547f,V-4,3,0.011111111111111112,0.010714285714285714,kmeans,False
edc4a4a176f65fea,V-4,1,0.003703703703703704,0.0035714285714285713,kmeans,False
0578756b879c55d0,V-5,1,0.003703703703703704,0.0035714285714285713,kmeans,False
07c5114fdb395f8b,V-5,4,0.014814814814814815,0.014285714285714285,kmeans,False
0e272e003af65a71,V-5,1,0.003703703703703704,0.0035714285714285713,kmeans,False
13bb7469606159e9,V-5,1,0.003703703703703704,0.0035714285714285713,kmeans,False
28a4a08f11a05407,V-5,2,0.007407407407407408,0.007142857142857143,kmeans,False
ac019d81388056be,V-5,1,0.003703703703703704,0.0035714285714285713,kmeans,False
0af464147919575d,V-6,2,0.007407407407407408,0.007142857142857143,kmeans,False
20ec6765e35d5cd1,V-6,2,0.007407407407407408,0.007142857142857143,kmeans,False
3239cd8874425d73,V-6,1,0.003703703703703704,0.0035714285714285713,kmeans,False
39d1f561e06054c5,V-6,3,0.011111111111111112,0.010714285714285714,kmeans,False
53f49b4480de528c,V-6,1,0.003703703703703704,0.0035714285714285713,kmeans,False
9ac86ade68505597,V-6,1,0.003703703703703704,0.0035714285714285713,kmeans,False
0ce170237acd51c2,V-7,3,0.011111111111111112,0.010714285714285714,kmeans,False
0d07429bb7205688,V-7,1,0.003703703703703704,0.0035714285714285713,kmeans,False
19b85cbca28f5c41,V-7,2,0.007407407407407408,0.007142857142857143,kmeans,False
26f4d8d4d72a588e,V-7,2,0.007407407407407408,0.007142857142857143,kmeans,False
39a1ca97dca75beb,V-7,1,0.003703703703703704,0.0035714285714285713,kmeans,False
7cb91c1ad87c56d5,V-7,1,0.003703703703703704,0.0035714285714285713,kmeans,False
0980dd9cdc0e543a,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,True
14c0a657ac3e5bb7,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,
61b3149306a3501a,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,True
67eb77e9004a503f,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,True
7c00774138ae5805,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,True
8decf23c348f5b65,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,
b66f23071e675170,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,
c8600743d9e050a9,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,
e1526251bd0a53ee,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,True
e9567d54464052f7,V-8,1,0,0.0035714285714285713,census_due_to_missing_model_coverage,True
01a58976a2e45a3d,V-9,2,0.007407407407407408,0.007142857142857143,kmeans,False
04aa69f18d255c96,V-9,1,0.003703703703703704,0.0035714285714285713,kmeans,False
0b1a626ef31150b3,V-9,4,0.014814814814814815,0.014285714285714285,kmeans,False
3a5278b27c87565f,V-9,1,0.003703703703703704,0.0035714285714285713,kmeans,False
4211afd0df14524c,V-9,1,0.003703703703703704,0.0035714285714285713,kmeans,False
7cdcf11e211759cf,V-9,1,0.003703703703703704,0.0035714285714285713,kmeans,False
